iter	Logloss
212	0.1526218428
213	0.1525443388
214	0.1524362491
215	0.1523815657
216	0.1522790453
217	0.1522010259
218	0.1521529468
219	0.1520742755
220	0.1520170672
221	0.1519516325
222	0.1518519863
223	0.1516570988
224	0.1516054942
225	0.1514678747
226	0.1512689956
227	0.1511581789
228	0.1509792907
229	0.1509164273
230	0.1508342872
231	0.1507441866
232	0.1506532207
233	0.1505372858
234	0.1504727536
235	0.1503101405
236	0.1502631936
237	0.1502001852
238	0.1501462151
239	0.1500275651
240	0.1497872079
241	0.1496564244
242	0.149510948
243	0.1493394606
244	0.1491257624
245	0.148962564
246	0.1488942315
247	0.1488173953
248	0.1487414896
249	0.1486595476
250	0.1485901747
251	0.1484740789
252	0.148381048
253	0.1483180239
254	0.14814779
255	0.1480817955
256	0.1479249611
257	0.1478559545
258	0.1477888727
259	0.1477304126
260	0.14764863
261	0.1475763877
262	0.1474471169
263	0.1473849301
264	0.1473368805
265	0.1472659735
266	0.1472140321
267	0.1470998153
268	0.1470508996
269	0.1469996763
270	0.1469584188
271	0.1468963724
272	0.1467599328
273	0.1466132479
274	0.1464768656
275	0.1463661882
276	0.1463023915
277	0.1462589962
278	0.1461406624
279	0.1460074485
280	0.1459686743
281	0.1459123011
282	0.1458111166
283	0.1456495951
284	0.145523182
285	0.1454496577
286	0.1453915275
287	0.1453422038
288	0.1452132543
289	0.1450883969
290	0.145034591
291	0.1449946746
292	0.144923605
293	0.1448601508
294	0.1448252008
295	0.1447021543
296	0.1445777159
297	0.144510656
298	0.1444294373
299	0.1443069405
300	0.1441970656
301	0.1441374463
302	0.1440224281
303	0.1439577919
304	0.1439298367
305	0.1437626648
306	0.1437105905
307	0.1436564007
308	0.1436164912
309	0.1435454884
310	0.1433994605
311	0.1432876178
312	0.1431658779
313	0.1431118877
314	0.142957844
315	0.1429083937
316	0.1428617628
317	0.1427211485
318	0.1425854987
319	0.1425193833
320	0.1424771716
321	0.142434778
322	0.1423851887
323	0.1422716905
324	0.1421917556
325	0.1421031912
326	0.1420592978
327	0.1420273981
328	0.1420077592
329	0.1419658753
330	0.1419169387
331	0.1418269162
332	0.141781866
333	0.1417187069
334	0.1416541331
335	0.1416135073
336	0.1415373544
337	0.1414903826
338	0.1414407592
339	0.141367367
340	0.1412407499
341	0.1411358379
342	0.1410792226
343	0.140961469
344	0.1408155195
345	0.1407704032
346	0.1407242379
347	0.140620792
348	0.1405701151
349	0.1404752343
350	0.1403774846
351	0.1403088812
352	0.1402618807
353	0.1402115335
354	0.1401201284
355	0.1400697251
356	0.1399055732
357	0.1398446274
358	0.1397795439
359	0.1397186351
360	0.1396837745
361	0.1396162312
362	0.1395452312
363	0.1394960015
364	0.1394284245
365	0.1393385307
366	0.1393032315
367	0.1392105961
368	0.1390617997
369	0.1390029137
370	0.1389218019
371	0.1387842745
372	0.1387423025
373	0.1386462026
374	0.1385799656
375	0.138530665
376	0.1384820662
377	0.1384000286
378	0.1382708198
379	0.1381888034
380	0.1381001963
381	0.1380495448
382	0.1379663186
383	0.1378972625
384	0.1378476866
385	0.137818271
386	0.1378101788
387	0.1377358679
388	0.137646702
389	0.1376140518
390	0.1374894816
391	0.1374141535
392	0.1373784867
393	0.1373327335
394	0.1372614082
395	0.1372094319
396	0.1370897211
397	0.1370397829
398	0.1370048009
399	0.1369582306
400	0.1368861235
401	0.1368252028
402	0.1367830549
403	0.1367236843
404	0.1366869943
405	0.1366011698
406	0.1365702319
407	0.1365197903
408	0.1364841698
409	0.136415592
410	0.1363665293
411	0.1362951423
412	0.1362235076
413	0.1361053919
414	0.1360248849
415	0.1359924878
416	0.1359341015
417	0.1358591191
418	0.1357586529
419	0.1357006929
420	0.1356389873
421	0.1355817564
422	0.1355260454
423	0.135471025
424	0.1354215016
425	0.1353574764
426	0.1353249463
427	0.1352746048
428	0.1351996786
429	0.1351505037
430	0.1351100336
431	0.135060947
432	0.1349561745
433	0.1348468645
434	0.1348102304
435	0.1347758024
436	0.1347419739
437	0.1347054526
438	0.1346894327
439	0.1346517991
440	0.1345944055
441	0.1345647312
442	0.1345159383
443	0.1344603228
444	0.1344012288
445	0.1343415865
446	0.1342845151
447	0.1342355998
448	0.134176342
449	0.1341000537
450	0.1340208562
451	0.1339564889
452	0.1339078313
453	0.1338526259
454	0.1338231494
455	0.1337968191
456	0.1337524803
457	0.1337132303
458	0.1336623607
459	0.1336130666
460	0.1335936837
461	0.1335593854
462	0.1334826569
463	0.1334187233
464	0.1333676355
465	0.1333407863
466	0.1332914066
467	0.133223527
468	0.1331701463
469	0.1331336059
470	0.133052389
471	0.1329617501
472	0.1329157298
473	0.1328814446
474	0.1328185607
475	0.1327233427
476	0.1326565076
477	0.1326192897
478	0.1325485119
479	0.132505737
480	0.1324594392
481	0.1324435013
482	0.1323968183
483	0.1323583833
484	0.1322784426
485	0.132226284
486	0.1321834739
487	0.1321091161
488	0.1320838949
489	0.1320329811
490	0.1319809171
491	0.13192314
492	0.1318656723
493	0.1318293488
494	0.1317995047
495	0.1317727053
496	0.1317223458
497	0.1316828336
498	0.1316417943
499	0.1316055497
500	0.1315590216
501	0.1315309551
502	0.1315163556
503	0.1314951297
504	0.1314616042
505	0.1314276862
506	0.1313858436
507	0.1313341429
508	0.1312839472
509	0.1312632379
510	0.1312066832
511	0.1311338047
512	0.1310828348
513	0.1309740351
514	0.1309136001
515	0.1308590916
516	0.1308081272
517	0.1307475178
518	0.1307091182
519	0.1306663668
520	0.1306483114
521	0.13060049
522	0.1305497511
523	0.1304937568
524	0.1304290624
525	0.1303645153
526	0.13028415
527	0.1302321953
528	0.1301963156
529	0.1301446172
530	0.1301096147
531	0.1301043407
532	0.1300550396
533	0.1300171806
534	0.1299734061
535	0.1299322214
536	0.1298459682
537	0.1297836939
538	0.1297520976
539	0.129730379
540	0.1296739157
541	0.1296545689
542	0.1296306188
543	0.1295738288
544	0.1295264256
545	0.1294813065
546	0.1294589309
547	0.1293996119
548	0.1293716753
549	0.1293334378
550	0.1292699302
551	0.1292576992
552	0.1291847324
553	0.1291280053
554	0.1290785802
555	0.1290351154
556	0.1289723966
557	0.1289141578
558	0.1288757277
559	0.128839396
560	0.1288250324
561	0.1287759926
562	0.1287306762
563	0.1287163169
564	0.1286735791
565	0.1286248019
566	0.1285890588
567	0.1285489659
568	0.1285213728
569	0.128459484
570	0.1284141057
571	0.12840307
572	0.1283704948
573	0.1283326692
574	0.1283067969
575	0.1282368426
576	0.1281834439
577	0.1281367029
578	0.1280942214
579	0.1280523918
580	0.1280229364
581	0.1279967606
582	0.1279441665
583	0.1278899209
584	0.1278447242
585	0.1278168058
586	0.1277805624
587	0.1277467565
588	0.127709568
589	0.1276390098
590	0.1275952162
591	0.1275164443
592	0.1274758901
593	0.1274451947
594	0.1274182126
595	0.1273784225
596	0.1273056541
597	0.1272401204
598	0.1271897036
599	0.1271723817
600	0.1271140088
601	0.1270622616
602	0.1270177219
603	0.1269804507
604	0.1269126967
605	0.1268490445
606	0.1267966563
607	0.1267699728
608	0.1267308985
609	0.126695675
610	0.1266523384
611	0.1265939086
612	0.1265666554
613	0.1265001876
614	0.1264551814
615	0.1263948794
616	0.1263489958
617	0.1263118084
618	0.1262899417
619	0.1262551888
620	0.1262260613
621	0.1261755374
622	0.1261548591
623	0.1261118222
624	0.126080803
625	0.1260458724
626	0.1260091749
627	0.1259711951
628	0.1259569496
629	0.1259009061
630	0.1258636168
631	0.1258277874
632	0.1257823687
633	0.1257614477
634	0.1257287601
635	0.125669586
636	0.125593097
637	0.1255671155
638	0.1255462325
639	0.1255008445
640	0.1254516146
641	0.1254157194
642	0.1253748517
643	0.1253268668
644	0.1252705795
645	0.1252090978
646	0.1251824258
647	0.1251389752
648	0.1251087104
649	0.1250613063
650	0.1250374729
651	0.1250140259
652	0.1249546441
653	0.1249011491
654	0.1248668917
655	0.1248204305
656	0.1247752365
657	0.1247242684
658	0.1246933289
659	0.1246132214
660	0.1245551734
661	0.1245076855
662	0.1244514078
663	0.1244040675
664	0.1243387135
665	0.1243004291
666	0.124282399
667	0.1242335593
668	0.1241848129
669	0.1241533902
670	0.1241110453
671	0.1240814411
672	0.1240188465
673	0.1239877756
674	0.123930191
675	0.1238833643
676	0.1238570015
677	0.1238207397
678	0.1237702201
679	0.1237251425
680	0.1236724291
681	0.1236494844
682	0.1236252448
683	0.1235811184
684	0.1235362319
685	0.1234832782
686	0.1234426709
687	0.1233799673
688	0.1233681254
689	0.1233254851
690	0.1232735753
691	0.1232321016
692	0.1231901612
693	0.1231448143
694	0.1231261272
695	0.1230863215
696	0.1230396771
697	0.1229895
698	0.1229547695
699	0.1229286964
700	0.1229072267
701	0.1228671368
702	0.1228369244
703	0.1227951855
704	0.1227691637
705	0.1227494548
706	0.1227006026
707	0.1226380938
708	0.1225948383
709	0.1225616304
710	0.1225453869
711	0.1224925815
712	0.1224417074
713	0.1224263164
714	0.1223897788
715	0.1223169932
716	0.1222907386
717	0.1222716253
718	0.1222464137
719	0.1222159245
720	0.1221811909
721	0.1221342346
722	0.1221131764
723	0.122087938
724	0.122067
725	0.1220342203
726	0.1219991206
727	0.1219557982
728	0.1219016198
729	0.1218447519
730	0.1218135311
731	0.1217732413
732	0.1217377211
733	0.1217139202
734	0.1216801053
735	0.1216437643
736	0.1216023539
737	0.1215580856
738	0.1215009194
739	0.1214591598
740	0.1214195691
741	0.1213661212
742	0.1213334806
743	0.1213044182
744	0.1212796634
745	0.1212425362
746	0.1212001686
747	0.1211962139
748	0.1211638706
749	0.1211272639
750	0.1211007611
751	0.1210852112
752	0.1210337031
753	0.1209964753
754	0.1209667909
755	0.1209372624
756	0.1208954094
757	0.1208624797
758	0.1208426841
759	0.1208013728
760	0.1207725763
761	0.1207622491
762	0.1207250697
763	0.1207012937
764	0.1206493374
765	0.1206046469
766	0.1205613986
767	0.1205439094
768	0.1204773938
769	0.1204737219
770	0.1204399188
771	0.120429538
772	0.1203970171
773	0.1203589381
774	0.1202999645
775	0.1202560481
776	0.120207298
777	0.1201691367
778	0.1201322111
779	0.1201037092
780	0.1200511557
781	0.1200258789
782	0.1199964418
783	0.1199625141
784	0.1199280481
785	0.1198987578
786	0.1198418267
787	0.1197975351
788	0.1197623169
789	0.1197294927
790	0.1197102005
791	0.1196732002
792	0.1196359465
793	0.1195972463
794	0.1195515046
795	0.1195163688
796	0.1195043054
797	0.1194598264
798	0.1194120628
799	0.1193590441
800	0.1192949189
801	0.1192612273
802	0.1192202397
803	0.1191716446
804	0.1191468739
805	0.1191056914
806	0.1190746471
807	0.1190353269
808	0.1189971803
809	0.1189658067
810	0.1189339797
811	0.1188725517
812	0.1188344362
813	0.1188079519
814	0.1187463403
815	0.1186967408
816	0.1186603274
817	0.1185866855
818	0.1185485036
819	0.1184763209
820	0.1184334671
821	0.1183821119
822	0.1183539899
823	0.1183346705
824	0.1182830004
825	0.118242748
826	0.1181839819
827	0.1181440014
828	0.1180766566
829	0.1180268655
830	0.1179565905
831	0.1179009976
832	0.1178711425
833	0.1178221757
834	0.1177885711
835	0.1177514828
836	0.1177191367
837	0.117662062
838	0.1176296714
839	0.1175846908
840	0.1175522487
841	0.1175357552
842	0.1174964182
843	0.1174592899
844	0.1174010502
845	0.11736939
846	0.1173343708
847	0.1172904813
848	0.1172700814
849	0.1172500081
850	0.1172191666
851	0.1171834598
852	0.11715475
853	0.117128563
854	0.1170947171
855	0.1170788068
856	0.1170223713
857	0.1169921986
858	0.1169477424
859	0.1169229139
860	0.1168904282
861	0.1168432306
862	0.116810297
863	0.1167642794
864	0.1167126809
865	0.1166851186
866	0.116637352
867	0.116601814
868	0.1165596051
869	0.1165211395
870	0.1164855596
871	0.1164474298
872	0.1164321928
873	0.1163944854
874	0.1163507858
875	0.1163121134
876	0.1162524106
877	0.1162092866
878	0.1161498635
879	0.1160967208
880	0.116058758
881	0.1160466055
882	0.1159963945
883	0.1159660468
884	0.1159398921
885	0.1159246665
886	0.115882778
887	0.1158364025
888	0.1158052322
889	0.1157604042
890	0.1157269166
891	0.1156907252
892	0.1156605235
893	0.1156489675
894	0.1156216324
895	0.1155665669
896	0.1155386096
897	0.1155283968
898	0.1154955169
899	0.1154646129
900	0.1154463555
901	0.1154110256
902	0.1153710197
903	0.1153497256
904	0.11533577
905	0.1153056316
906	0.1152761831
907	0.1152528462
908	0.1152166579
909	0.1152031014
910	0.115172014
911	0.115124804
912	0.1150961786
913	0.1150708896
914	0.115037909
915	0.1150171551
916	0.1149856187
917	0.1149529506
918	0.1149223667
919	0.1148818968
920	0.114846023
921	0.1148222662
922	0.1147837895
923	0.1147441547
924	0.1147117973
925	0.1146739293
926	0.1146320455
927	0.1145935647
928	0.1145810586
929	0.1145440507
930	0.1145038868
931	0.1144614452
932	0.1144426056
933	0.1143869975
934	0.1143477787
935	0.1143204704
936	0.1142726911
937	0.1142305322
938	0.1141985139
939	0.1141641951
940	0.1141435694
941	0.1141314687
942	0.1140961989
943	0.1140579746
944	0.1140298012
945	0.1140157995
946	0.1139980394
947	0.113955216
948	0.113931461
949	0.1138904249
950	0.1138712469
951	0.1138428294
952	0.1138210666
953	0.1137968563
954	0.1137634641
955	0.1137108598
956	0.1136790998
957	0.1136644508
958	0.1136180501
959	0.1135948584
960	0.1135660177
961	0.1135313694
962	0.1134908028
963	0.1134653587
964	0.1134187321
965	0.1133892187
966	0.1133256803
967	0.1132981763
968	0.1132639649
969	0.1132250851
970	0.1131960375
971	0.1131581336
972	0.1131083583
973	0.1130796375
974	0.113027586
975	0.1129925079
976	0.1129703167
977	0.1129294912
978	0.1128964627
979	0.1128797244
980	0.1128541852
981	0.1128252114
982	0.1127969904
983	0.1127611374
984	0.1127124044
985	0.1126790546
986	0.1126615974
987	0.1126371598
988	0.1126283545
989	0.1125876864
990	0.1125580964
991	0.112513403
992	0.1124796472
993	0.1124532301
994	0.112408736
995	0.1123769271
996	0.1123432987
997	0.112322267
998	0.112272734
999	0.1122357825
